Month,Orders
2020-03-12,21
2021-03-26,193
2022-10-10,80
2022-04-04,19
2019-12-29,16
2021-04-22,181
2020-02-15,78
2020-08-15,5
2021-02-16,131
2019-10-21,18
2021-03-19,72
2021-12-22,139
2021-02-12,97
2020-12-05,97
2020-11-16,76
2019-11-24,66
2022-11-04,38
2022-12-29,20
2022-10-27,80
2019-09-28,170
2019-08-24,7
2022-01-06,46
2021-11-15,98
2019-09-14,27
2022-02-13,173
2022-05-06,173
2022-04-15,80
2020-12-02,77
2022-01-17,70
2021-06-03,140
2020-12-06,194
2020-08-22,8
2019-09-15,119
2020-10-12,96
2019-06-16,153
2021-06-14,107
2020-09-28,143
2019-05-30,142
2021-10-11,45
2022-07-13,74
2019-11-27,174
2019-08-07,53
2021-03-12,120
2022-06-05,24
2019-12-13,109
2020-10-12,32
2022-02-05,92
2020-06-28,195
2021-09-14,177
2021-09-27,16
2020-03-19,115
2019-04-02,65
2022-08-16,151
2019-06-24,52
2020-06-12,91
2020-07-29,121
2022-09-02,44
2022-05-20,167
2022-10-08,18
2021-11-02,188
2020-01-19,57
2021-03-04,147
2020-11-28,116
2020-07-10,197
2021-08-09,46
2021-08-16,180
2021-12-05,63
2021-08-18,54
2019-11-02,55
2022-11-02,69
2022-01-18,191
2019-09-05,6
2020-11-20,131
2022-12-04,72
2020-09-06,164
2020-04-08,39
2021-10-03,6
2022-06-01,21
2021-04-30,190
2019-08-27,66
2021-03-17,18
2019-04-26,183
2020-11-20,18
2021-10-11,26
2020-07-19,159
2020-01-20,114
2019-04-09,101
2022-05-28,161
2021-04-14,177
2021-01-06,86
2020-07-02,150
2022-01-07,61
2020-09-18,104
2020-03-01,146
2020-12-17,123
2021-02-09,161
2019-03-27,172
2022-12-03,135
2020-05-24,97
2022-07-09,167
2022-04-04,183
2019-09-24,150
2019-08-14,51
2019-06-23,33
2022-03-13,119
2022-12-03,71
2022-11-07,19
2020-11-05,71
2019-07-24,125
2021-07-24,116
2021-06-25,119
2019-04-14,6
2019-04-29,33
2022-05-25,136
2022-04-24,151
2020-06-25,145
2020-10-21,34
2020-01-25,194
2019-12-04,5
2019-08-13,171
2022-08-19,139
2021-10-15,66
2020-06-17,172
2022-07-24,67
2022-06-08,100
2020-04-19,126
2019-11-12,158
2020-03-19,86
2021-02-27,13
2021-04-10,193
2020-04-25,172
2021-05-11,96
2019-01-27,120
2019-05-12,119
2019-03-29,130
2020-06-26,154
2021-10-01,83
2020-07-09,131
2021-01-13,200
2020-05-20,46
2020-05-04,200
2021-03-14,34
2020-01-02,86
2019-12-11,25
2020-01-10,46
2022-05-26,181
2021-06-13,142
2022-10-05,67
2021-02-26,56
2019-02-06,130
2019-06-15,65
2022-11-04,198
2021-02-02,61
2022-04-28,85
2022-03-01,37
2019-04-15,117
2020-06-30,153
2020-04-18,123
2021-10-20,119
2022-11-20,142
2019-05-25,133
2019-05-03,86
2022-10-22,13
2019-07-26,47
2022-05-14,77
2019-08-21,111
2019-10-13,19
2019-11-09,34
2020-06-01,38
2022-07-29,166
2021-01-04,107
2019-06-01,9
2019-03-14,36
2019-04-23,20
2019-10-25,184
2019-07-22,25
2019-06-11,44
2019-06-15,121
2020-02-22,152
2021-12-10,29
2021-09-21,96
2020-02-26,91
2021-02-02,139
2021-07-02,169
2021-05-21,60
2020-02-26,67
2021-08-01,45
2020-04-25,143
2020-04-01,195
2019-08-23,86
2020-01-23,83
2020-11-08,187
2019-12-29,56
2019-02-13,129
2022-04-06,184
2022-02-17,52
2021-01-06,65
2019-10-11,197
2020-03-12,198
2020-10-21,148
2022-09-10,105
2019-03-05,147
2019-09-24,108
2022-06-16,84
2022-06-16,184
2019-08-22,97
2019-05-31,6
2020-09-10,140
2021-10-06,13
2020-07-27,49
2021-04-07,116
2020-06-28,9
2022-10-30,48
2022-08-29,86
2020-08-18,88
2022-10-16,90
2019-06-19,198
2019-06-09,57
2021-09-11,6
2021-03-04,148
2022-04-19,161
2022-09-13,20
2020-01-09,191
2022-09-23,142
2022-06-11,14
2021-09-24,77
2019-01-08,18
2020-12-02,164
2019-08-02,67
2022-05-17,147
2019-04-16,71
2021-10-04,121
2019-03-12,158
2020-11-19,148
2019-10-04,175
2022-07-30,52
2019-07-20,45
2022-09-19,6
2022-06-14,46
2019-12-25,34
2020-08-24,89
2020-12-14,55
2019-09-18,138
2019-11-14,85
2021-10-18,175
2020-05-12,41
2021-07-27,54
2020-11-01,60
2020-07-27,1
2021-04-20,76
2019-04-21,150
2021-03-06,166
2021-12-24,193
2022-10-09,122
2022-03-30,47
2022-12-16,55
2020-10-19,131
2021-09-02,186
2019-07-18,164
2020-08-25,172
2021-10-20,157
2019-10-11,159
2022-05-31,114
2022-03-30,193
2019-07-09,93
2022-09-03,176
2020-11-04,127
2019-12-03,111
2021-09-08,103
2021-01-18,191
2019-03-06,79
2020-11-25,163
2022-01-31,200
2022-06-19,78
2022-03-13,122
2020-03-12,83
2021-11-09,107
2021-09-30,165
2020-06-01,37
2020-05-11,128
2019-06-06,164
2021-05-07,169
2022-09-08,154
2021-04-15,82
2022-01-10,86
2021-08-13,167
2019-08-04,85
2020-08-11,157
2019-01-30,2
2022-12-06,47
2022-07-22,55
2021-04-07,127
2021-02-04,129
2019-10-23,190
2021-06-29,41
2022-12-23,30
2022-09-01,14
2022-11-03,192
2022-09-03,196
2020-02-29,41
2022-09-12,17
2020-09-06,170
2020-07-19,76
2021-05-08,70
2019-11-09,196
2020-04-30,134
2021-11-16,90
2022-06-12,68
2022-05-03,108
2019-07-20,168
2021-10-30,200
2021-09-08,139
2022-06-11,61
2021-01-21,46
2021-03-31,183
2022-09-28,106
2021-02-28,28
2022-08-19,63
2020-10-04,183
2019-06-16,102
2019-07-14,45
2019-04-26,84
2022-08-18,117
2020-02-25,174
2019-10-30,197
2022-02-07,114
2022-09-11,72
2021-01-21,142
2022-10-20,146
2019-02-19,176
2020-03-16,114
2021-06-02,118
2022-05-30,116
2022-05-15,104
2020-02-24,126
2020-03-21,83
2019-02-10,1
2022-03-31,44
2022-08-23,71
2022-04-27,13
2021-01-17,38
2021-04-08,40
2020-07-02,200
2019-03-20,53
2020-09-08,192
2019-03-08,97
2021-06-23,73
2020-07-25,132
2020-11-25,184
2021-07-11,120
2021-10-29,187
2020-07-07,16
2019-05-01,43
2022-11-16,14
2020-03-23,123
2021-01-11,71
2021-06-25,40
2020-04-21,26
2019-10-22,27
2022-12-08,95
2020-04-24,177
2019-10-01,144
2019-02-28,183
2021-12-24,31
2020-07-26,146
2019-10-20,48
2020-09-29,153
2021-10-30,48
2020-12-04,172
2021-05-10,124
2020-10-20,34
2021-11-12,136
2020-04-19,166
2019-08-10,98
2022-10-13,183
2021-12-20,177
2021-08-21,58
2020-05-25,29
2019-10-24,193
2021-05-23,152
2020-01-23,38
2020-05-15,190
2019-04-17,63
2020-09-12,128
2022-01-05,83
2019-06-26,108
2021-08-10,18
2020-10-30,120
2021-09-21,39
2019-06-29,37
2020-08-22,69
2021-12-04,185
2019-12-28,138
2022-10-30,129
2021-03-12,139
2021-08-31,50
2019-07-03,74
2021-11-27,5
2019-09-15,91
2019-03-22,46
2020-07-21,164
2020-04-06,29
2021-12-08,54
2019-11-30,158
2022-01-15,5
2020-07-28,108
2021-09-30,18
2021-10-04,22
2021-04-23,47
2021-06-05,160
2019-12-14,17
2022-06-30,70
2022-02-20,105
2019-01-01,26
2021-07-07,12
2019-04-10,127
2021-10-04,58
2021-02-17,65
2021-04-20,129
2021-08-22,194
2021-04-08,45
2020-04-18,159
2019-05-03,17
2020-12-31,164
2020-02-04,13
2022-09-14,5
2022-08-23,12
2020-08-13,181
2019-08-08,198
2020-09-19,19
2020-12-21,155
2020-03-27,61
2019-08-31,180
2022-08-11,136
2021-03-02,26
2021-04-30,107
2021-10-31,59
2022-05-26,22
2022-12-31,141
2021-12-17,125
2020-08-21,26
2019-04-17,155
2022-12-31,195
2019-07-25,93
2021-06-25,12
2019-04-07,73
2019-10-23,151
2022-09-03,176
2022-11-26,30
2021-05-23,117
2021-01-25,77
2021-01-25,48
2020-01-18,154
2020-08-06,183
2021-09-16,5
2019-02-24,101
2021-01-16,65
2022-11-16,72
2021-10-15,46
2021-01-27,13
2019-03-10,119
2020-08-31,55
2019-12-20,122
2020-12-04,46
2020-07-13,64
2020-08-25,19
2021-10-18,126
2020-02-20,49
2020-04-08,51
2020-04-10,148
2022-01-17,159
2021-05-10,52
2019-05-03,178
2021-10-17,135
2021-08-29,117
2019-09-04,5
2022-09-10,59
2021-01-27,57
2020-02-15,197
2022-09-14,151
2022-08-14,97
2020-03-10,12
2021-06-08,155
2020-06-15,119
2020-05-28,20
2019-11-11,41
2020-12-21,15
2020-03-09,162
2022-03-24,144
2021-05-16,125
2021-08-07,59
2019-12-13,109
2019-07-02,2
2021-05-05,105
2022-10-26,110
2019-07-02,91
2019-12-18,107
2021-08-01,55
2021-03-08,133
2020-02-08,122
2020-03-20,48
2019-06-25,199
2022-10-09,177
2020-08-11,20
2019-03-24,125
2020-01-30,99
2020-01-20,7
2021-03-20,94
2019-11-19,66
2021-04-29,29
2022-01-06,31
2019-09-04,99
2020-07-05,193
2019-07-08,50
2020-10-09,115
2020-07-28,129
2019-09-15,75
2019-05-08,141
2021-03-24,189
2020-01-23,42
2019-04-03,85
2020-05-08,175
2022-06-07,172
2021-12-25,10
2019-06-14,189
2021-11-11,47
2020-09-30,135
2021-01-13,163
2021-05-02,113
2022-10-09,172
2019-12-04,190
2019-07-07,74
2021-06-21,55
2022-02-23,48
2022-04-17,161
2020-09-04,132
2021-03-28,96
2020-05-31,107
2019-03-23,102
2019-09-14,9
2019-04-05,153
2020-10-22,65
2020-12-13,157
2019-12-23,180
2020-09-02,57
2021-11-04,159
2022-09-17,33
2022-02-21,111
2020-06-19,44
2020-04-13,75
2020-06-10,167
2019-03-18,129
2022-03-28,105
2019-10-01,97
2021-04-19,70
2019-07-09,124
2021-01-12,173
2022-09-24,94
2021-10-21,146
2019-03-16,171
2020-10-22,12
2021-09-26,90
2022-03-30,177
2020-01-23,191
2020-04-29,15
2019-12-20,155
2021-12-11,12
2022-01-18,157
2021-10-31,64
2019-06-14,99
2022-09-10,69
2020-03-12,87
2021-09-05,79
2020-11-09,5
2022-09-11,193
2019-07-03,89
2021-06-11,1
2021-01-18,78
2020-10-25,143
2022-09-03,144
2021-01-29,29
2020-11-29,59
2022-02-13,4
2022-09-07,97
2020-09-30,186
2022-10-15,90
2019-08-27,50
2021-01-16,98
2019-03-01,44
2020-06-09,137
2022-10-20,55
2021-02-09,27
2019-12-24,94
2020-06-09,153
2022-07-13,95
2022-07-30,34
2022-08-10,115
2021-08-14,128
2020-04-14,174
2019-02-07,21
2022-03-04,109
2020-10-07,123
2022-04-22,52
2020-08-13,165
2022-07-18,132
2019-07-28,83
2020-09-20,189
2019-10-06,8
2020-11-08,109
2022-02-22,134
2022-06-10,63
2022-07-20,140
2022-12-31,182
2019-01-31,100
2021-05-31,78
2022-08-04,159
2019-12-01,175
2021-12-24,188
2022-08-10,200
2020-01-17,95
2021-03-06,37
2022-08-06,45
2022-05-16,174
2020-02-06,188
2020-09-11,56
2020-09-18,138
2021-09-10,103
2022-03-02,78
2022-11-14,25
2020-03-30,78
2021-01-15,196
2020-12-16,78
2020-06-14,31
2021-12-31,93
2022-04-17,173
2022-07-08,185
2020-05-06,65
2021-10-10,179
2019-02-17,40
2020-01-31,152
2019-10-05,115
2021-05-05,149
2022-03-27,130
2020-06-18,170
2021-11-17,100
2021-10-04,111
2022-06-25,96
2020-01-15,156
2020-03-31,127
2021-12-25,16
2020-11-22,181
2021-03-09,104
2021-10-26,144
2021-07-30,182
2022-07-03,70
2019-01-27,144
2019-03-04,107
2021-02-24,126
2019-03-01,166
2021-12-15,186
2020-06-01,99
2022-07-17,94
2020-05-30,135
2022-01-25,99
2022-06-09,136
2019-01-09,18
2019-08-09,100
2021-03-04,86
2022-07-30,158
2019-03-24,69
2022-10-25,5
2022-01-08,116
2022-11-24,157
2022-10-07,146
2019-02-26,180
2021-08-20,31
2020-11-03,28
2022-07-25,71
2021-05-08,161
2020-04-06,31
2019-08-30,22
2019-08-17,136
2019-07-29,177
2021-04-02,10
2020-11-18,49
2022-12-09,87
2019-02-14,155
2022-06-15,119
2022-03-28,96
2019-02-02,179
2020-08-11,155
2022-09-16,121
2020-04-20,170
2022-02-13,8
2022-07-08,47
2022-11-15,131
2019-11-14,105
2019-02-03,62
2019-06-26,14
2020-06-09,134
2019-08-13,95
2022-11-06,17
2022-09-23,87
2022-12-15,184
2020-11-25,5
2020-01-24,187
2019-03-01,43
2021-05-16,188
2020-05-04,186
2020-08-02,107
2020-05-07,139
2020-08-12,75
2019-04-03,138
2020-07-17,82
2019-12-23,143
2021-01-31,144
2021-12-04,197
2020-01-11,124
2021-06-21,109
2022-06-08,111
2019-12-29,80
2019-07-26,128
2020-07-26,129
2020-06-07,170
2020-01-29,84
2019-08-18,135
2022-02-27,114
2022-02-08,32
2019-10-07,171
2021-11-22,91
2019-04-08,161
2021-10-27,74
2019-04-14,84
2019-12-22,119
2019-07-01,95
2022-08-09,57
2019-06-03,140
2022-07-16,167
2022-05-26,65
2021-05-05,84
2021-10-05,188
2022-11-11,43
2020-03-24,133
2019-04-24,174
2021-02-12,15
2022-01-11,46
2019-06-21,76
2021-01-31,115
2022-05-25,188
2020-12-15,181
2022-07-06,49
2021-01-26,103
2021-05-03,137
2020-07-31,159
2022-02-04,60
2020-12-25,43
2021-04-06,194
2020-12-13,40
2020-01-05,19
2021-05-07,179
2019-12-11,50
2022-12-24,22
2019-07-15,126
2022-11-11,128
2021-01-17,5
2019-05-23,187
2019-09-13,25
2020-05-21,102
2019-12-06,19
2019-08-24,189
2022-03-07,61
2022-11-16,103
2022-12-16,99
2022-12-15,152
2022-03-27,94
2021-06-06,184
2020-06-29,133
2020-07-07,143
2021-07-28,86
2021-08-31,7
2022-10-05,169
2022-04-01,198
2021-06-25,57
2019-06-25,133
2020-10-19,149
2019-07-09,182
2021-05-09,8
2019-12-06,164
2020-01-25,4
2021-12-19,182
2020-05-08,176
2022-02-10,26
2021-06-25,80
2021-04-14,7
2020-11-07,131
2021-12-08,16
2020-05-19,101
2019-11-17,71
2022-07-05,184
2020-11-20,171
2022-04-13,45
2019-08-07,107
2021-03-07,110
2019-01-18,193
2020-08-31,47
2019-10-22,68
2021-06-27,5
2021-08-05,23
2020-11-25,112
2021-08-08,87
2020-01-17,51
2021-11-23,197
2020-01-29,105
2019-01-18,146
2020-06-08,31
2019-02-27,38
2021-02-26,23
2022-02-09,147
2022-06-04,22
2022-12-24,119
2020-03-20,112
2020-12-04,163
2019-09-04,2
2022-12-03,87
2020-01-23,104
2022-08-14,9
2022-02-26,128
2022-01-01,7
2022-03-04,151
2020-05-09,117
2020-07-16,16
2020-05-29,60
2022-02-04,164
2021-02-07,110
2021-04-27,22
2022-09-06,33
2019-05-19,38
2022-07-06,29
2019-10-14,192
2020-01-18,80
2020-12-10,15
2020-12-05,17
2022-10-22,146
2021-04-19,15
2019-11-16,175
2021-11-05,41
2019-06-15,88
2020-12-21,92
2019-09-09,137
2021-08-30,130
2021-10-08,56
2021-12-08,176
2019-07-06,119
2022-06-12,196
2021-09-09,77
2021-08-17,90
2019-01-17,5
2021-04-12,93
2021-06-10,37
2022-06-08,120
2019-08-21,31
2019-01-12,12
2019-02-06,20
2020-10-16,131
2022-02-09,67
2022-12-30,139
2022-08-29,85
2022-07-12,46
2020-12-19,95
2022-10-10,116
2020-05-01,113
2022-01-10,59
2022-10-26,183
2019-04-11,154
2020-02-20,133
2019-03-10,149
2022-01-25,5
2020-02-10,31
2020-05-21,18
2019-04-08,8
2022-08-03,174
2019-01-16,21
2019-02-24,191
2020-05-05,127
2022-06-07,2
2021-06-05,89
2022-04-08,102
2021-04-20,127
2022-06-18,105
2019-02-11,153
2019-04-09,8
2021-01-06,130
2019-03-04,3
2022-07-17,123
2022-11-02,53
2020-06-08,79
2019-08-07,117
2022-11-05,68
2019-06-25,11
2022-05-25,105
2019-01-16,109
2020-01-09,114
2021-08-02,108
2021-04-12,13
2019-09-05,99
2021-09-27,116
2022-05-03,125
2020-07-05,177
2020-09-29,131
2021-03-26,108
2021-05-13,2
2022-08-04,77
2019-08-28,133
2019-09-04,114
2022-02-26,159
2020-09-13,169
2019-05-11,7
2021-02-02,148
2021-01-13,102
2020-10-01,53
2021-10-09,71
2019-02-02,189
2019-06-25,142
2021-11-16,179
2022-11-16,159
2021-01-31,168
2020-10-27,40
2022-10-30,165
2022-01-11,70
2022-04-10,83
2022-10-05,123
2021-05-13,153
2020-05-20,154
2019-01-07,37
2019-06-03,65
2020-10-10,142
2019-12-11,29
2021-07-07,176
2019-06-30,155
2021-11-06,172
2019-04-22,9
2020-01-16,199
2020-03-06,174
2022-09-06,135
2019-11-21,150
2020-08-25,119
2020-05-22,164
2021-07-09,3
2022-06-26,199
2021-11-15,112
2022-03-09,62
2022-08-05,132
2022-09-18,62
2022-05-28,24
2020-08-11,135
2020-09-03,114
2022-10-19,153
2019-04-21,99
2020-08-11,46
2022-02-19,98
2019-09-14,138
2020-12-08,115
2020-01-05,181
2019-05-21,183
2020-12-13,17
2021-07-11,148
2022-06-14,163
2019-01-11,156
2021-07-09,104
2021-06-05,193
2019-06-22,15
2019-07-24,158
2022-07-30,120
2021-12-05,16
2022-11-04,73
2019-03-28,26
2022-08-14,103
2021-02-05,46
2021-02-01,39
2020-03-02,103
2021-08-09,150
2020-07-05,30
2022-01-28,107
2021-05-01,61
2020-08-22,28
2022-01-30,37
2019-10-26,115
2020-05-01,39
2022-08-12,11
2020-06-10,122
2020-08-22,21
2019-08-07,35
2021-01-26,75
2022-12-05,17
2022-08-04,62
2021-10-18,63
2021-07-24,72
2021-09-03,155
2021-11-19,125
2021-04-22,60
2019-10-08,173
2020-06-01,137
2019-06-05,151
2020-09-20,105
2021-09-08,96
2022-06-19,21
2019-01-14,132
2020-12-11,103
2019-08-04,112
2021-12-17,185
2020-01-12,20
2020-03-05,132
2019-03-13,161
2019-09-25,13
2019-03-05,182
2020-11-20,133
2020-05-12,101
2021-07-31,9
2021-08-30,141
2020-06-02,44
2020-07-24,31
2019-04-19,60
2021-10-22,102
2022-12-11,199
2019-12-24,55
2019-08-27,108
2019-10-21,98
2019-08-23,30
2022-11-08,167
2021-10-04,3
2020-08-14,166
2021-02-11,153
2021-11-16,42
2022-07-23,150
2019-08-14,28
2021-07-15,75
2020-08-17,146
2022-09-22,37
2021-04-02,29
2019-03-26,76
2021-12-16,54
2019-08-21,157
2020-04-02,29
2022-11-24,67
2022-04-09,54
2019-01-23,50
2020-01-19,106
2022-10-13,21
2021-12-07,4
2019-05-05,166
2021-04-21,147
2021-10-10,56
2022-10-12,171
2019-09-22,105
2021-12-17,101
2022-07-03,132
2020-07-05,189
2021-12-27,55
2019-08-14,147
2021-11-23,153
2022-03-05,177
2021-06-02,82
2019-11-28,190
2020-10-12,95
2020-03-15,70
2021-12-26,137
2022-11-06,146
2021-02-22,197
2021-05-01,192
2022-11-15,68
2021-01-30,171
2020-09-02,98
2022-07-29,75
2022-04-01,53
2019-08-11,86
2022-01-15,35
2020-02-27,99
2020-11-08,10
2022-07-31,9
2022-09-08,130
2022-10-17,53
2021-12-23,198
2022-03-21,91
2021-07-11,162
2019-10-16,28
2022-01-08,129
2020-11-01,26
2020-12-12,40
2021-01-27,172
2022-05-26,161
2020-03-09,172
2019-01-07,95
2022-08-05,25
2019-01-25,71
2020-07-19,200
2020-11-16,64
2021-11-13,197
2019-10-22,159
2019-02-15,181
2020-02-28,172
2021-06-30,2
2022-05-03,93
2021-10-24,34
2022-12-07,172
2022-06-11,198
2019-01-30,80
2022-05-31,13
2020-10-25,142
2020-12-05,195
2021-02-18,151
2019-09-29,5
2022-04-19,142
2019-12-09,76
2021-09-05,31
2022-09-23,95
2021-06-14,180
2022-11-12,194
2022-12-04,165
2020-12-26,163
2019-06-30,114
2022-03-26,151
2019-12-26,108
2019-01-03,148
2022-06-12,191
2021-01-30,54
2022-08-30,153
2020-05-05,155
2022-10-20,16
2022-04-16,58
2022-05-10,7
2021-10-26,17
2022-07-23,183
2021-03-28,17
2021-01-30,197
2020-07-07,156
2021-04-12,80
2020-04-24,146
2020-10-18,160
2022-08-30,44
2021-05-15,175
2020-01-12,119
2020-06-18,8
2019-06-16,101
2019-08-08,163
2020-03-29,172
2021-05-18,192
2019-04-05,110
2022-09-29,58
2019-07-05,44
2022-02-04,164
2019-07-24,117
2022-06-09,47
2020-03-04,136
2019-12-23,57
2022-01-27,10
2019-03-12,116
2022-09-03,55
2019-08-12,200
2019-11-04,30
2021-03-31,100
2022-10-12,44
2021-08-16,95
2022-02-12,171
2020-01-25,92
2019-09-04,31
2019-12-30,16
2021-10-23,170
2020-09-15,11
2020-06-27,147
2021-04-07,75
2019-06-25,99
2021-10-14,53
2019-08-24,140
2020-10-31,196
2021-04-28,129
2021-04-21,168
2021-04-08,120
2019-07-04,20
2020-05-22,47
2019-04-24,102
2021-01-19,172
2020-02-01,70
2022-08-19,176
2020-08-10,80
2022-09-04,53
2019-06-02,188
2021-11-16,76
2022-12-29,33
2022-10-22,169
2022-02-13,165
2021-09-07,62
2019-05-06,19
2021-06-19,19
2021-12-12,120
2021-09-20,29
2019-01-16,133
2021-08-27,195
2019-11-23,133
2021-05-28,152
2021-08-03,88
2020-02-07,198
2021-01-15,132
2020-10-23,116
2021-10-30,155
2021-03-30,118
2019-05-26,181
2019-07-08,165
2019-11-13,48
2019-03-26,165
2020-07-31,173
2022-07-24,134
2022-01-08,34
2022-06-01,185
2019-10-01,43
2021-07-28,145
2021-09-15,113
2021-05-28,71
2021-08-02,101
2021-06-09,29
2020-09-27,170
2022-03-01,47
2022-12-01,135
2019-06-11,32
2022-04-17,43
2019-07-31,79
2021-02-06,2
2022-03-29,107
2021-04-07,200
2019-05-28,50
2022-08-17,154
2021-11-20,121
2020-01-25,135
2020-11-06,159
2021-03-01,66
2021-02-19,153
2022-12-17,123
2021-07-01,155
2022-01-22,84
2019-12-15,124
2019-01-26,200
2019-04-23,87
2022-10-26,28
2020-09-19,2
2021-02-24,54
2019-09-05,149
2020-01-21,127
2020-05-02,107
2019-06-10,99
2019-09-26,122
2019-12-06,116
2022-01-06,187
2021-04-12,140
2019-07-01,199
2019-10-03,188
2019-07-20,184
2021-02-11,176
2019-02-17,115
2021-06-11,84
2019-07-06,191
2021-06-26,157
2020-09-24,131
2020-01-26,90
2020-05-31,142
2020-02-29,86
2022-11-23,92
2022-05-21,57
2021-11-02,47
2021-09-14,15
2019-10-23,197
2021-03-19,93
2021-12-17,52
2019-01-13,112
2022-06-23,195
2019-04-21,149
2019-03-29,129
2021-08-31,58
2021-02-04,153
2019-07-17,185
2022-12-12,196
2021-07-23,184
2019-02-09,79
2019-05-08,12
2022-11-02,99
2022-11-26,41
2019-01-08,76
2020-08-24,137
2020-09-28,199
2022-02-02,33
2021-11-17,18
2020-10-25,72
2021-08-24,156
2022-04-10,10
2019-03-21,146
2020-04-14,67
2022-01-10,43
2021-02-17,4
2021-04-27,182
2021-07-11,175
2022-08-04,80
2022-08-27,65
2022-07-31,56
2021-12-07,166
2019-10-30,118
2019-12-12,156
2021-05-04,89
2022-08-19,170
2022-07-16,18
2019-03-06,151
2020-08-15,52
2020-11-18,1
2020-06-20,20
2022-11-20,99
2020-01-27,135
2021-05-01,91
2019-08-12,186
2022-11-04,45
2021-07-16,186
2021-08-29,35
2022-05-18,16
2019-01-22,59
2019-10-18,180
2021-05-25,200
2019-12-23,24
2021-02-18,56
2022-10-16,151
2020-01-24,38
2019-05-06,40
2019-01-24,2
2019-04-23,3
2019-02-23,186
2022-08-06,177
2021-02-27,111
2021-02-11,145
2021-08-16,139
2022-10-10,23
2020-02-08,143
2019-06-30,99
2021-10-17,89
2021-06-01,51
2020-10-15,72
2020-08-22,29
2022-11-29,13
2020-10-17,86
2020-12-02,31
2022-06-22,27
2019-10-30,168
2022-05-12,99
2019-01-05,172
2020-10-12,31
2019-09-29,46
2019-07-29,72
2021-02-13,186
2022-01-07,19
2021-12-03,129
2021-07-21,181
2019-10-20,60
2020-06-29,40
2020-06-05,148
2022-04-07,162
2020-10-18,179
2021-06-06,110
2021-12-02,169
2021-04-01,162
2022-08-06,114
2021-09-26,195
2019-11-11,181
2022-10-10,3
2022-04-12,118
2021-07-27,142
2020-04-20,26
2021-06-13,130
2020-08-24,62
2020-12-19,86
2020-12-13,171
2021-09-27,97
2022-03-31,92
2022-07-14,94
2020-10-08,140
2019-10-18,8
2019-10-21,70
2019-10-02,135
2019-05-23,39
2022-11-28,126
2021-03-18,36
2021-05-13,150
2019-09-21,178
2022-05-16,45
2022-04-19,148
2022-02-23,50
2020-04-20,96
2019-02-23,30
2020-03-25,146
2021-11-25,139
2020-06-10,155
2021-05-27,60
2021-01-31,111
2020-09-04,103
2020-10-14,175
2019-05-03,99
2019-04-10,98
2019-04-18,122
2019-09-20,168
2021-05-16,76
2020-03-08,68
2022-11-23,66
2020-04-06,168
2019-03-09,113
2022-01-05,46
2022-04-21,11
2021-02-17,18
2019-04-13,152
2022-07-02,55
2020-04-15,59
2019-12-07,169
2020-03-16,192
2021-06-28,193
2020-03-24,132
2020-07-28,173
2021-07-22,70
2020-08-28,124
2021-05-10,166
2019-02-06,23
2022-12-28,15
2021-11-02,54
2021-07-13,131
2021-02-19,56
2022-09-28,123
2022-09-06,101
2019-07-08,154
2022-08-28,110
2022-11-22,26
2020-06-29,124
2021-07-14,174
2019-03-13,172
2022-02-22,128
2021-10-22,46
2021-06-23,153
2019-08-15,104
2019-07-10,71
2019-07-07,175
2019-07-22,65
2021-07-25,144
2019-12-29,174
2019-10-20,25
2020-01-19,7
2022-10-16,175
2019-12-05,52
2020-11-24,29
2019-02-02,127
2022-09-14,138
2022-07-25,75
2021-09-18,126
2021-02-23,67
2021-10-14,65
2019-05-20,153
2020-03-22,174
2021-01-30,108
2021-01-12,197
2022-08-16,175
2019-05-10,127
2019-05-06,200
2021-08-23,145
2019-07-28,96
2019-05-26,41
2021-07-20,93
2022-04-14,127
2020-06-15,178
2021-04-18,82
2021-02-19,194
2021-05-31,10
2022-07-24,137
2021-05-21,95
2019-11-24,166
2020-06-10,192
2022-03-19,52
2020-08-29,139
2022-09-09,84
2019-05-19,133
2022-04-16,104
2019-05-21,69
2020-10-24,24
2019-02-27,81
2019-10-11,126
2019-08-30,75
2019-02-26,190
2019-01-14,8
2021-10-27,49
2021-01-25,16
2021-07-06,113
2020-06-26,128
2020-07-28,109
2019-09-09,150
2019-01-05,53
2022-08-27,155
2019-10-20,140
2019-02-15,46
2022-11-12,97
2022-12-28,107
2022-10-15,73
2019-10-04,157
2022-06-12,19
2021-05-17,198
2022-02-14,109
2020-12-08,49
2020-01-08,24
2022-07-23,148
2019-07-26,54
2022-09-20,97
2022-05-04,76
2021-06-27,55
2019-10-12,122
2021-03-04,81
2021-07-11,85
2019-01-19,112
2022-06-17,142
2021-11-05,176
2020-11-22,138
2022-10-18,57
2022-05-05,116
2020-01-05,137
2020-12-26,72
2020-09-08,163
2021-06-04,91
2021-11-01,133
2020-01-05,91
2021-04-10,114
2021-04-07,25
2019-12-11,97
2021-04-17,122
2020-12-08,162
2019-11-20,166
2021-05-23,107
2020-08-01,55
2021-10-10,155
2019-12-27,101
2021-01-24,57
2021-03-01,152
2019-11-05,29
2022-11-24,40
2019-06-26,4
2020-10-10,78
2021-07-27,191
2020-05-29,14
2021-04-25,173
2020-05-11,119
2020-06-30,193
2022-01-23,186
2019-02-07,27
2021-05-15,185
2020-08-23,9
2021-10-28,184
2019-04-02,76
2021-06-16,65
2021-05-15,96
